"review_id","analysis_name","k","theta","se","tau2","i2","p_value","significant","median_n","se_typical","p_rep","p_classical","rep_gap"
"CD001909_pub4","≥ 50% reduction in seizure frequency (intention-to-treat analysis)",47,0.507733625733963,0.0932109117475388,0.113799428899354,39.4589118782252,5.11838908482644e-08,TRUE,81,0.671274836941175,0.141090939521321,0.114373698343471,-0.0267172411778501
"CD001920_pub4","Independence in ADL scales",140,0.375639927700722,0.0599472029071159,0.421867446897386,93.4424141212972,3.70014037649464e-10,TRUE,79.5,0.215473652999583,0.472807441351524,0.414243624004922,-0.058563817346602
"CD002042_pub6","Participants exposed to blood transfusion (all trials)",57,-0.537264168581629,0.054802450993644,0.151221629251346,97.5073525990777,1.08586913701138e-22,TRUE,162,0.117397977091797,0.77523153582654,0.995557799922548,0.220326264096009
"CD002052_pub4","Hypotension",3,0.619156884228731,0.666527231465736,0.485937833432303,29.7288685909781,0.352925564248097,FALSE,60,1.3904428977668,0.087863116114828,0.064928091160671,-0.022935024954157
"CD002112_pub2","Mean number of wet nights at the end of treatment",4,0.338666165262089,0.218776921773838,0,0,0.121622857372457,FALSE,65,0.575603085552539,0.0850945489598442,0.0850945489598441,-5.55111512312578e-17
"CD002122_pub3","Pain (visual analogue scale)&nbsp;",29,-0.184319520573709,0.0845920006822949,0.135505214950048,95.2684964576228,0.0293373320348137,TRUE,112,0.161107199143395,0.371787766500537,0.207283239643521,-0.164504526857016
"CD002203_pub5","FEV1 % predicted (mean change from baseline)",3,1.6915862164403,0.285203283751861,0,0,3.0080250124923e-09,TRUE,177,0.663035581023821,0.722844032711767,0.722844032711767,0
"CD002243_pub5","28-day all-cause mortality",74,-0.0934356537011661,0.0215274490968707,4.22298758198986e-06,0.0115202024957117,1.4228632638524e-05,TRUE,103,0.32054255253772,0.0476144547899356,0.0476110542152442,-3.40057469138538e-06
"CD002290_pub6","Relapse",88,-0.403413902206487,0.062537479499586,0.215153480423863,81.2769657527304,1.11294958011885e-10,TRUE,48,0.325715297136654,0.339225277228796,0.235326686923805,-0.103898590304991
"CD002303_pub4","Reulceration at 6 months",8,0.193012892905151,0.182259379332237,0.200843821337137,87.6496645408341,0.289599254501117,FALSE,212,0.220484405754622,0.316048550935806,0.13905825502674,-0.176990295909066
"CD002971_pub6","Necrotising enterocolitis",10,-0.683831424438433,0.242121398804094,0.118730628344071,22.1013376914457,0.00473791511621847,TRUE,162.5,0.944888284420484,0.122733384420803,0.108183328394983,-0.0145500560258193
"CD003129_pub2","Treatment response",4,0.445049891452276,0.12892744635071,0,0,0.000556570159516501,TRUE,110.5,0.253784763233295,0.418273199212308,0.418273199212308,-5.55111512312578e-17
"CD003216_pub3","Incidence of pressure ulcers",21,0.0365724581069804,0.0845275925279835,0.0358734286013225,33.0912534414837,0.66525534701795,FALSE,88,0.401462764260043,0.0454941934574476,0.0308207314631385,-0.014673461994309
"CD003218_pub3","Mean improvement in the Maintenance of Wakefulness Test",2,1.6857333696162,0.280196931061724,0,0,1.78509400581747e-09,TRUE,43,0.754210771249812,0.608392537012187,0.608392537012187,0
"CD003331_pub6","All-cause mortality up to 12 months' follow-up",35,-0.0756035963664822,0.134944407285178,0,0,0.575303912344419,FALSE,79,1.20535822745329,0.0288980651665518,0.0288980651665518,0
"CD003333_pub4","All-cause mortality",5,-0.00959317717886399,0.05631770993627,0,0,0.86474249757008,FALSE,1063,0.133206562827818,0.0295165542534895,0.0295165542534895,0
"CD003357_pub5","Live birth rate per woman",10,0.720189226969083,0.206005936343448,0.226004774065621,61.5288364102407,0.000472353369984395,TRUE,114.5,0.438633607768315,0.414614966317572,0.375215353298653,-0.0393996130189196
"CD003376_pub4","Clinical vertebral fractures",55,-0.0857776302185178,0.0961977670916736,0,0,0.372564447183925,FALSE,78,1.3731780634491,0.0288811553631462,0.0288811553631462,0
"CD003414_pub4","Live birth rate per woman",19,0.0397961336966201,0.0712428931072802,1.44847018244891e-07,0.000148267424959541,0.576436142715009,FALSE,230,0.325259404050391,0.0330598924203129,0.0330597996696337,-9.27506791231769e-08
"CD003451_pub3","Overjet",12,1.30223592190472,0.200214402171848,0.414932290882591,97.2123261585798,7.81042714059171e-11,TRUE,30.5,0.133602450144857,0.943113221165953,0.999999999999997,0.0568867788340433
"CD003511_pub6","Miscarriage (all trials)",8,-0.149170039349532,0.126149616469813,0.019741001981702,13.52124913764,0.237013282068239,FALSE,52,0.470952085489776,0.0576697340708385,0.0501684479954058,-0.00750128607543275
"CD003519_pub5","Exclusive breastfeeding at hospital discharge to 1 month post birth",58,0.257860583143459,0.0252426266483108,0.0142220498302297,54.0615214803571,1.69383577847967e-24,TRUE,92,0.179607227031479,0.331142294361687,0.300044542960774,-0.0310977514009125
"CD003594_pub7","Complete remission",44,0.346217609871514,0.0813001677113121,0.0912536956087531,41.1539325354537,2.05793645330864e-05,TRUE,32,0.463387071532685,0.154815498843245,0.112599631727447,-0.0422158671157975
"CD003598_pub3","All-cause death",37,0.2472205793002,0.206731730033895,0.578309496468688,72.113495973647,0.231754269369409,FALSE,97,1.37840664982528,0.0594887455295108,0.0374879652605262,-0.0220007802689846
"CD003774_pub5","CMV disease",134,-0.727818986257565,0.0559187448749877,0.134765418159078,43.1154306709024,9.96863049086869e-39,TRUE,93.5,0.531162150280047,0.313790710782007,0.277687453266318,-0.0361032575156895
"CD003962_pub3","Kidney failure or doubling of serum creatinine",9,0.627083936397136,0.110845368528047,1.14025533403212e-06,0.000686909160486053,1.53785505275565e-08,TRUE,45,0.924210987529996,0.100016809171993,0.100016659044787,-1.50127206374751e-07
"CD004184_pub3","All-cause mortality",2,-0.70675332576653,0.864452865513118,0,0,0.413601047873008,FALSE,735,1.22252096644094,0.0835084869226646,0.0835084869226646,0
"CD004307_pub7","Smoking cessation (subgrouped by when incentives were provided)",55,0.493875366145934,0.0673675606715206,0.0559531015911689,31.3247054616446,2.28346057234731e-13,TRUE,159,0.537708520322918,0.170215079256651,0.14882585540046,-0.0213892238561916
"CD004376_pub4","Knee pain severity immediately post-intervention",4,-0.604230761660472,0.230283569848151,0,0,0.00869407166919507,TRUE,87,0.60237135740151,0.16931462596166,0.16931462596166,2.77555756156289e-17
"CD004406_pub6","Resolution of symptoms post-treatment (ITT analysis)",17,-0.130284406967249,0.0723206911503325,0.0172517396906902,20.6024315571397,0.0716269775258128,FALSE,244,0.291036065729647,0.0840350793300445,0.0652279252355022,-0.0188071540945423
"CD004417_pub6","Number of participants with pain on days 3 to 6: delayed versus immediate antibiotics",55,-0.88537174052649,0.298684074422333,4.57475311538298,96.4560348322626,0.00303430016726681,TRUE,265,0.406365741146059,0.516287472188761,0.586593912672675,0.0703064404839139
"CD004508_pub5","Postoperative ileus",3,-0.684648354543455,0.444883091404035,0,0,0.123818961300501,FALSE,139,0.849227153537009,0.124298815412605,0.124298815412605,0
"CD004661_pub4","Death (fetal, neonatal, or later (up to 2 years' corrected age))",49,-0.045725420151829,0.0366007027060274,0.00496889549585865,8.17223427604518,0.211553747055459,FALSE,688,0.335742939460749,0.0371421946941692,0.03409325694664,-0.00304893774752915
"CD004667_pub6","Spontaneous vaginal birth (as defined by trial authors)",60,0.0502254738886677,0.0048829609736964,8.99755814587085e-07,0.0619358001780512,8.1606600971667e-25,TRUE,980,0.03851450890368,0.256008959797158,0.255944985464227,-6.39743329318154e-05
"CD004703_pub3","Serious adverse events",10,-0.0874421444952636,0.416336974583501,0,0,0.833646339957269,FALSE,64,1.53338861739392,0.0285242816781936,0.0285242816781936,1.38777878078145e-17
"CD004736_pub6","Maternal anaemia at term (Hb less than 110 g/L at 37 weeks' gestation or more) (ALL)",37,-1.08058389196722,0.127359565666544,0.35694816234263,85.9971949922628,2.16624031431497e-17,TRUE,149,0.419788092380238,0.637986081519189,0.730443069702291,0.0924569881831028
"CD004904_pub4","Postpartum endometritis",4,0.00504370642386985,0.35184903549949,0,0,0.98856282877353,FALSE,233.5,1.14389041546839,0.0252588152036961,0.0252588152036961,-1.38777878078145e-17
"CD004925_pub4","Urine leak and obstruction",31,-1.06260276597549,0.174711751041038,0,0,1.18667581930498e-09,TRUE,108,1.43552504425655,0.111280762019192,0.111280762019192,2.77555756156289e-17
"CD004953_pub5","Death in the delivery room",5,0.105237176074542,0.4549580374927,0.270353267278776,25.3963649036649,0.81707255712483,FALSE,25,1.42594952034732,0.0381945807104485,0.0296365293521147,-0.00855805135833378
"CD004992_pub4","Recurrence of pelvic pain",4,-1.87505085416558,0.360072180049066,0.130720543235843,24.687732748023,1.91473512564921e-07,TRUE,70,0.671757361215141,0.767918120152797,0.797097376913049,0.0291792567602525
"CD005133_pub4","All symptomatic CMV disease",17,-0.457193879402595,0.298766293844732,0.783409630500914,65.046032045731,0.125949262449998,FALSE,70,0.880991252557746,0.154678493358558,0.0747909221946829,-0.0798875711638755
"CD005187_pub6","Influenza",4,-0.116502773155624,0.25364737737945,0,0,0.646011578281551,FALSE,279,0.669475481353426,0.0370542427379755,0.0370542427379755,0
"CD005343_pub7","Overall survival",4,-0.0389732294650007,0.0570534783614349,0,0,0.494543673197034,FALSE,425.5,0.118299846407935,0.0514958714627418,0.0514958714627418,2.08166817117217e-17
"CD005495_pub5","Cognitive outcome in infancy - Developmental Quotient",22,-0.227295990059898,0.114305355598506,0.137582414259133,67.8106031575027,0.0467566215549621,TRUE,77,0.537413946043198,0.102940214306156,0.0621442046144867,-0.0407960096916692
"CD005582_pub5","The presence of PHN six months after the onset of acute herpetic rash",2,-0.0594089606141582,0.378862273549069,0,0,0.875395491214566,FALSE,57,0.676922857715829,0.0305894198429841,0.0305894198429841,1.38777878078145e-17
"CD005595_pub4","Activity limitation (using OMAS; at the end of treatment)",10,1.1709740311931,0.453292017256543,1.65773788211749,89.7917376065414,0.00978697233606193,TRUE,110,0.584352166507325,0.507240956164354,0.517515970387678,0.0102750142233239
"CD005951_pub5","Death or dependence (mRS 4–6) at day 90",14,-0.0100405985152815,0.0541065395504426,0.0135497225125338,45.9664059947194,0.852781286093499,FALSE,64,0.199527145666582,0.0495263349093978,0.0280896606389135,-0.0214366742704843
"CD006023_pub4","Death (all causes)",84,-0.349869241249668,0.133227809554908,0.704530096393464,85.4057413496607,0.00863700284217597,TRUE,117,1.11871813330038,0.0938196520243154,0.0497561301818057,-0.0440635218425097
"CD006027_pub3","Pain (change from baseline in pain score (VAS-10 cm) at 30 minutes)",10,0.0683552867476843,0.151709277417289,0.143725356093549,79.9568657517046,0.652301214461426,FALSE,140.5,0.204537808411871,0.220071957387622,0.0519992866682088,-0.168072670719413
"CD006124_pub3","Analgesia requirements",8,-0.252280286835606,0.193571827153487,0,0,0.192475667635215,FALSE,84,0.958556461282322,0.044869483622194,0.044869483622194,-1.38777878078145e-17
"CD006140_pub3","Any illicit opioid use (urine drug screen)",9,-0.225693586333127,0.0905393629917345,0.0489067970671974,77.3884780029189,0.012675179486702,TRUE,100,0.138855473656798,0.429395438734292,0.368971301880886,-0.0604241368534067
"CD006182_pub3","Mortality or NDI at 18-24 months",20,0.370160381385991,0.171553388029015,0.404619491645349,90.0978187349864,0.0309513290191946,TRUE,92,0.291778069074414,0.386583269473142,0.244679960396847,-0.141903309076296
"CD006185_pub6","Independent walking at end of intervention phase, all electromechanical devices used (critical outcome)",223,0.5012273997704,0.0556131423779751,0.187180554909715,30.6689103577452,2.00951316471227e-19,TRUE,45,0.702037931438308,0.144401631924708,0.106381570306998,-0.0380200616177107
"CD006257_pub2","Death: any cause",62,-0.102388864099899,0.106504520334342,0.279253854214334,75.4078783636947,0.336372706761889,FALSE,74,0.75936574836621,0.0670559632745392,0.033990762085209,-0.0330652011893301
"CD006273_pub4","Adverse events",2,2.24174555585846,1.08009222752663,0,0,0.0379390070248072,TRUE,121,1.53258655959264,0.309508628829676,0.309508628829676,5.55111512312578e-17
"CD006404_pub5","Total failure: day 28 (polymerase chain reaction-adjusted)",17,-0.593256660491033,0.261031934222975,0.225536857185859,21.3673026735298,0.0230420969791693,TRUE,413,1.15033647529535,0.0909463943196019,0.0743358055987751,-0.0166105887208268
"CD006475_pub3","Asthma by 2 years of age",13,-0.0610240533384242,0.0783378004930289,0.00711293874114714,8.79582723897441,0.435987935567033,FALSE,188,0.39580529238013,0.0386863513471124,0.0354758058410219,-0.00321054550609048
"CD006536_pub5","All-cause mortality",251,-0.239803315713457,0.0739890189501508,0,0,0.00119083485210906,TRUE,69,1.54109815206125,0.0355875617531659,0.0355875617531659,-6.93889390390723e-18
"CD006606_pub5","Live birth – low risk of bias (odds ratio, random-effect)",2,-0.745077989635533,0.520954548371302,0.4931263839314,90.8396742533953,0.152654781727842,FALSE,369.5,0.222588576133562,0.662466679395931,0.917335299782329,0.254868620386398
"CD006632_pub3","Inhospital mortality",11,-0.217176696815152,0.146503074929642,0.12151473465056,60.4117227924439,0.13823291646273,FALSE,509,0.30070010058002,0.209413817160684,0.107908629239906,-0.101505187920778
"CD006689_pub3","Maternal peripheral parasitaemia at delivery (amplification techniques)",17,-0.677654669161011,0.120015224652393,0.0288735329793546,12.1429844431009,1.63836800903235e-08,TRUE,250,0.52629267766115,0.261138054600376,0.250676133985726,-0.0104619206146504
"CD006714_pub3","Abortion completed with intended method (defined as fetal expulsion)",3,-0.000596357491851424,0.0110832205479414,0,0,0.957088742352735,FALSE,110,0.0180157192755391,0.0269984201023374,0.0269984201023374,-2.42861286636753e-17
"CD006742_pub3","All-Cause Mortality",4,-0.1568078436901,0.159516646356573,0.00544254968256525,3.15486735958973,0.325598243350006,FALSE,1422,0.463087657996496,0.0546707911890812,0.0524712724986167,-0.0021995186904645
"CD006839_pub5","Proportion of participants with clinical improvement in function compared to baseline",7,-0.0364131302361173,0.0479509233315911,0,0,0.447623302491223,FALSE,56,0.124905736979102,0.0476142956862755,0.0476142956862755,0
"CD006913_pub3","Quality of life (short-term) -  psychotherapy vs care-as-usual, with Xiao",16,0.0843630384185199,0.188887481806988,0.402088381590832,84.2521359890758,0.655141380800796,FALSE,83,0.433835773008798,0.159403312178958,0.0387394216948683,-0.120663890484089
"CD006919_pub5","Live birth/ongoing pregnancies primary analysis",14,0.0478377006881852,0.142991990003744,0.0518357996240488,18.6673395630135,0.737965989891384,FALSE,104.5,0.455336349293486,0.0485511635066813,0.0318049794577716,-0.0167461840489097
"CD006942_pub4","Live birth or ongoing pregnancy rate per couple",18,-0.0928140762152879,0.130988779310495,0.109507734507573,41.3204271618603,0.478594406434587,FALSE,164.5,0.429920111207109,0.083475353198588,0.0405728157548648,-0.0429025374437232
"CD007024_pub3","Frequency of cocaine use",4,-0.204030115983055,0.268671859732649,0,0,0.447611742754666,FALSE,43.5,0.57080703966529,0.0545200581286718,0.0545200581286718,0
"CD007026_pub7","All-cause death",14,-0.055487132191318,0.139510316455271,0,0,0.69083083790865,FALSE,119,0.68292308522287,0.0301417417812989,0.0301417417812989,0
"CD007079_pub4","Preterm birth < 37 weeks' gestation",18,-0.0240971319926634,0.0182568552019828,7.0953196610338e-07,0.0076097292596178,0.186870075442222,FALSE,487,0.321565071219546,0.0297135360635831,0.0297130995103543,-4.36553228847641e-07
"CD007110_pub4","All trials",24,-0.326562647952957,0.1878799919828,0.382112155704162,60.7968037155718,0.0821852868470107,FALSE,420,0.702188350367466,0.130918039024061,0.067470296392778,-0.0634477426312826
"CD007130_pub5","Total mortality",7,0.167340694755262,0.313576806087879,0,0,0.593582754517744,FALSE,104,1.10027545531424,0.0353130437011827,0.0353130437011827,0
"CD007156_pub3","Interincisal distance (mm)",12,1.44296593237854,0.245753913525642,0.642239063209226,98.539905353627,4.31638220135099e-09,TRUE,106,0.172082933209765,0.911323829475731,0.999999999934208,0.0886761704584774
"CD007310_pub3","Procedure time (minutes)",3,0.908471107689676,0.262303098511683,0.0640968274091202,29.0550400436318,0.000533315035347695,TRUE,67,0.345967605956183,0.704503899167628,0.747269170186721,0.0427652710190936
"CD007374_pub3","Death",6,-0.177813562935448,0.38103562091127,0,0,0.640744128642311,FALSE,110,0.98162534341197,0.0376344745904017,0.0376344745904017,0
"CD007388_pub3","Recurrence of convulsion",6,0.391800454239705,0.365446844668142,0,0,0.283669106902868,FALSE,108.5,1.19945397524598,0.0512013845452997,0.0512013845452997,0
"CD007491_pub3","Mortality at 3 months using IPD",3,-0.113960407480402,0.246549582675865,2.11967204281925e-06,0.000540528601348186,0.643922807917466,FALSE,147,0.626999945313992,0.037685166707675,0.037684773183717,-3.93523958037989e-07
"CD007569_pub4","Return to work",19,0.153647108007201,0.0503797139755164,0.0114091502637352,28.689986198018,0.00229008084618386,TRUE,78,0.171161847451463,0.18373922832817,0.144051456836568,-0.0396877714916017
"CD007572_pub4","Failure to induce clinical remission (6 to 12 weeks)",13,-0.134511955753211,0.0326567786358589,0.00662471098543396,56.7888479779951,3.80586662365888e-05,TRUE,175,0.0748079030776498,0.456389337262444,0.435705773100226,-0.0206835641622183
"CD007639_pub3","Bronchoconstriction (sidestream versus Pari LC plus)",14,2.37506675232868,0.185403798731353,0.368631193851652,96.4636475547401,1.43693511043251e-37,TRUE,38,0.240562302923783,0.99822044044266,0.999999999999999,0.00177955955733922
"CD007693_pub3","Fluorosis",52,0.07213223095784,0.0590185116275816,0.106514504376444,70.6892068499494,0.221633246342361,FALSE,0,0.244849886670293,0.158796258332329,0.0479198579353473,-0.110876400396982
"CD007784_pub3","Major cardiovascular events",15,-0.321264276806243,0.0381345943351091,0.00457915023336835,28.1116950719515,3.62343755688112e-17,TRUE,970,0.207471031173463,0.347823432202834,0.340358018685264,-0.00746541351757063
"CD007837_pub3","Cobb angle (°)",2,0.965458705713542,0.48981916397928,0,0,0.0487180069665432,TRUE,45,0.693027419068768,0.285404379962438,0.285404379962438,0
"CD007859_pub5","Alignment rate (LII reduction; mm): multistrand StSt versus conventional StSt",4,1.83376145668654,0.238929148737429,0.0774518080010391,34.1701399530503,1.6552540888968e-14,TRUE,109,0.507446778626411,0.9264691603362,0.950909626086813,0.0244404657506129
"CD007872_pub4","Estimated blood loss ≥ 500 mL",3,-0.0829997839332558,0.0739919705844008,0.00582572447307691,31.2343850335791,0.261972826531768,FALSE,2737,0.140497110367268,0.114463349710524,0.0854674390408047,-0.0289959106697195
"CD007896_pub4","Systolic blood pressure",129,1.79936413345087,0.0736393217741619,0.5038780902692,81.3237287801924,7.29626937290558e-132,TRUE,141,0.391605067284928,0.89844997583336,0.995791646620989,0.0973416707876295
"CD008063_pub3","Extent of substance use",16,-0.632804319953366,0.151389985433031,0.120334214384669,36.0783307147239,2.91558373968302e-05,TRUE,156,0.562467959328048,0.238655541239189,0.201882941166546,-0.0367726000726436
"CD008145_pub4","Reception of DTP3 by 1 year of age",28,0.24047751521853,0.0498196249201852,0.0602317704656278,98.4551080494961,1.38630459177697e-06,TRUE,750,0.0668500749529861,0.66651305300852,0.949216331067907,0.282703278059387
"CD008176_pub3","Cardiovascular death",25,-0.0341348929630407,0.0741843802468259,3.31161643318682e-06,0.00222304095120786,0.645418712074147,FALSE,134,0.454092979615463,0.0297299584395218,0.0297289363429055,-1.02209661633629e-06
"CD008237_pub4","Composite score of competency",2,-0.806128637855683,0.260740622609651,0,0,0.0019902195307447,TRUE,87,0.451960128214001,0.430014908288799,0.430014908288799,0
"CD008309_pub3","Composite outcome of death or bronchopulmonary dysplasia (BPD) at 36 weeks' postmenstrual age (PMA)",9,0.241703272797612,0.192599898076745,9.08940266913813e-07,0.000234608148566115,0.209496853537776,FALSE,60,0.875595460329025,0.0460987073487627,0.046098610879209,-9.64695536787019e-08
"CD008349_pub5","Upper limb function post intervention (composite measure)",24,0.323394435089819,0.0870875279550609,0.020324791909173,12.2093983381099,0.000204459793198354,TRUE,32,0.482439578604309,0.108087681363202,0.0985891416178646,-0.00949853974533783
"CD008469_pub3","Exacerbations leading to emergency department (ED) visits: subgrouped by time frame of follow-up",15,0.0877659883296421,0.335204461110466,0,0,0.793453879232729,FALSE,126,1.30188910964371,0.0292088925083226,0.0292088925083226,0
"CD008493_pub5","Short-term mortality",14,0.250722177705078,0.168851727695416,0,0,0.137579342706073,FALSE,615,1.15202501285165,0.0407255393722826,0.0407255393722826,0
"CD008552_pub8","Vegetable intake",15,-0.120264638695131,0.201933801104142,0.40159869349091,79.5862665078281,0.551466081013976,FALSE,90,0.430408560578111,0.172531936912808,0.0464257345981777,-0.126106202314631
"CD008564_pub3","Total mortality",56,-0.0975091903288577,0.0416737587153963,0.0181465571915564,20.0229120592927,0.0192929165610701,TRUE,429,0.284845740756042,0.0718218674729014,0.0528699735493507,-0.0189518939235508
"CD008628_pub3","Function in the long term; measured using AOFAS",4,2.20072527771312,0.654345258110332,1.65487625614172,97.3878505942712,0.000770311727153861,TRUE,61,0.215704225599889,0.913568915177973,1,0.0864310848220267
"CD008688_pub3","Pancreatic fistula (free definition)",3,-0.0404143018338634,0.0894933232757125,6.40097722882369e-07,0.00198153622078494,0.651564278951325,FALSE,134,0.14189453328763,0.0469555354945201,0.0469529238882825,-2.61160623763607e-06
"CD008709_pub4","Objective cure or improvement of urinary incontinence: between 12 and 24 months",27,-0.014905634095068,0.0114282630523715,9.80313276052797e-05,2.7631765935718,0.192138753374764,FALSE,130,0.0641893707073211,0.043859331910327,0.0420164780305604,-0.00184285387976654
"CD008858_pub5","Cumulative incidence of herpes zoster",7,-1.33173474259414,0.341281910227099,0.730909191323414,97.6363088482005,9.53402675723505e-05,TRUE,38501,0.192905816271292,0.861726428703875,0.999999616505474,0.138273187801599
"CD008873_pub5","Pre-eclampsia (ALL)",3,-0.602459018217771,0.375882970761912,0,0,0.108982463993829,FALSE,165,0.726986130675663,0.128973623122349,0.128973623122349,0
"CD008879_pub3","Non-infectious complications",20,-0.246949857465554,0.0740462921746132,1.94274804856476e-06,0.00170667759899508,0.000852767291846256,TRUE,100,0.402379837849405,0.089113746236232,0.0891124442828353,-1.3019533967179e-06
"CD008940_pub4","Participants abstinent at end of treatment",26,0.0338744593666543,0.0558706122762545,0.00309723268607594,3.5094726823088,0.544314285412855,FALSE,31.5,0.368882950017306,0.032356922585538,0.0308716871046545,-0.00148523548088355
"CD008973_pub3","Complete resolution of phimosis",10,1.05049257742166,0.242753838162998,0.361778434370635,78.8455460155585,1.50880886446074e-05,TRUE,75.5,0.455381918788696,0.582924061800501,0.635657232306385,0.0527331705058846
"CD009102_pub2","Death before discharge",3,-0.303214133311341,0.227006623802744,0,0,0.181645353112885,FALSE,363,0.421115380103321,0.107499215077293,0.107499215077293,0
"CD009235_pub4","Duration of mechanical ventilation",4,0.069143209204721,0.462962710753277,0.825848278602505,96.4655891366496,0.881277926326036,FALSE,70,0.176917764731129,0.382145284689131,0.0583073336508056,-0.323837951038325
"CD009244_pub3","Development of anal cancer",9,0.0381567719884165,0.26138720797373,0.407400911182926,73.0815856144426,0.883938785594248,FALSE,79,0.397278964049566,0.162327002360124,0.0311665612687581,-0.131160441091366
"CD009252_pub2","Lower urinary tract symptom-specific quality of life",2,-0.755718571101534,0.762208587789081,0,0,0.321448691929173,FALSE,76,1.07792572220856,0.104037193083489,0.104037193083489,0
"CD009298_pub3","Operative delivery",6,-0.0705588529642721,0.0592535461939152,2.03779992752435e-06,0.00853786404064288,0.233733897132386,FALSE,198,0.160128077477744,0.0643480905090111,0.0643404959900597,-7.59451895133989e-06
"CD009362_pub4","Pressure ulcer",54,-0.381207761824455,0.105471100620663,0.362941354130922,74.8069591799131,0.000301120927962992,TRUE,145,0.457008438961029,0.248120586792718,0.130119432535253,-0.118001154257464
"CD009417_pub3","Mortality (any cause during hospitalisation or follow-up)",3,-0.136207688813202,0.924310110543341,0.0603613470083864,2.35306048536382,0.882846722611988,FALSE,59,1.59952980776377,0.0319356464959602,0.030409491660644,-0.00152615483531615
"CD009508_pub2","Incontinence quality of life",3,0.170388596499,0.229186782624254,0.0435611429615373,22.2276262463342,0.457210119586836,FALSE,73,0.385808295041577,0.0908669089581598,0.0644664442909559,-0.0264004646672039
"CD009531_pub3","Quality of life: average change in mental health component - 12 months",8,0.209111402784927,0.207322021802211,0.303092599386973,91.5609661485569,0.313151670007141,FALSE,96,0.175768881077224,0.407387141756285,0.220570249114405,-0.18681689264188
"CD009535_pub3","Cardiovascular death",2,-0.0781443650466205,0.0744621461298352,0,0,0.293970649667269,FALSE,15450,0.211526568889778,0.0558573014987722,0.0558573014987722,-6.93889390390723e-18
"CD009679_pub3","Generic quality of life (SF-36 scores) at 24 months",4,0.586692961979422,0.120210466040101,1.1651710937929e-06,0.00137947562365003,1.05791405080732e-06,TRUE,62,0.503333212569729,0.213496805676988,0.213496274118736,-5.31558251748443e-07
"CD009730_pub3","FVC % predicted (relative change)",2,1.14492863271734,1.72515545951915,5.77408215236616,96.9260119538745,0.50690350773345,FALSE,60,0.353402339132123,0.5738614980127,0.899686515512708,0.325825017500008
